Deklaracja ścieżek;Kontrola deklaracji ścieżek (pliki *.pth i *.pti);exec('pth','%release');;;;;;;;;
Katalog;Plik;Nr linii;Linia;Linia;Typ;Element;Opis;Zapis poprawny;;;
ML_MIER_JM;mier_jm;ml_zad;P;W pliku ml_zad.fml nie odnaleziono procedury \mier_jm.;N;;;;;;
ML_PBAEBP;pbae;ml_xpert;P;W pliku ml_xpert.fml nie odnaleziono procedury \pbae.;N;;;;;;
ML_PBAEBR;pbae;ml_xpert;P;W pliku ml_xpert.fml nie odnaleziono procedury \pbae.;N;;;;;;
ML_PBAEBZ;pbae;ml_xpert;P;W pliku ml_xpert.fml nie odnaleziono procedury \pbae.;N;;;;;;
ML_PBAEPP;pbae;ml_xpert;P;W pliku ml_xpert.fml nie odnaleziono procedury \pbae.;N;;;;;;
ML_PBAEPR;pbae;ml_xpert;P;W pliku ml_xpert.fml nie odnaleziono procedury \pbae.;N;;;;;;
ML_PBAEPZ;pbae;ml_xpert;P;W pliku ml_xpert.fml nie odnaleziono procedury \pbae.;N;;;;;;
ML_PBBE;pbbe;ml_xpert;P;W pliku ml_xpert.fml nie odnaleziono procedury \pbbe.;N;;;;;;
ML_PBBW;pbbw;ml_xpert;P;W pliku ml_xpert.fml nie odnaleziono procedury \pbbw.;N;;;;;;
ML_PBF3BP;pbf3;ml_xpert;P;W pliku ml_xpert.fml nie odnaleziono procedury \pbf3.;N;;;;;;
ML_PBF3BR;pbf3;ml_xpert;P;W pliku ml_xpert.fml nie odnaleziono procedury \pbf3.;N;;;;;;
ML_PBF3BZ;pbf3;ml_xpert;P;W pliku ml_xpert.fml nie odnaleziono procedury \pbf3.;N;;;;;;
ML_PBF3PP;pbf3;ml_xpert;P;W pliku ml_xpert.fml nie odnaleziono procedury \pbf3.;N;;;;;;
ML_PBF3PR;pbf3;ml_xpert;P;W pliku ml_xpert.fml nie odnaleziono procedury \pbf3.;N;;;;;;
ML_PBF3PZ;pbf3;ml_xpert;P;W pliku ml_xpert.fml nie odnaleziono procedury \pbf3.;N;;;;;;
ML_RCPV_AE;rcpv_ae;ml_cpv;F;Nie odnaleziono pliku ml_cpv.fml;N;;;;;;
ML_ROK_BIL;rok_f;ml_fiks;P;W pliku ml_fiks.fml nie odnaleziono procedury \rok_f.;N;;;;;;
ML_SKBAESYM;skbaesym;ml_skb;F;Nie odnaleziono pliku ml_skb.fml;N;;;;;;
ML_TYPPOW;typpow;ml_fiks;P;W pliku ml_fiks.fml nie odnaleziono procedury \typpow.;N;;;;;;
ML_WER_WP;wer_wp;ml_plany;F;Nie odnaleziono pliku ml_plany.fml;N;;;;;;
ML_WPOCCZ;wpocz;ml_fiks;P;W pliku ml_fiks.fml nie odnaleziono procedury \wpocz.;N;;;;;;
ML_WRODZ_AE;wrodz_ae;ml_plany;F;Nie odnaleziono pliku ml_plany.fml;N;;;;;;
ML_WRODZ_WD;wrodz_wd;ml_plany;F;Nie odnaleziono pliku ml_plany.fml;N;;;;;;
ML_WZKODCZ;wzkod;ml_fiks;P;W pliku ml_fiks.fml nie odnaleziono procedury \wzkod.;N;;;;;;
ML_ZN_AED;zn_ae_data;ml_znaki;F;Nie odnaleziono pliku ml_znaki.fml;N;;;;;;
ML_ZN_BENO;ml_zn_beno;ml_znaki;F;Nie odnaleziono pliku ml_znaki.fml;N;;;;;;
ML_ZN_D;zn_data;ml_znaki;F;Nie odnaleziono pliku ml_znaki.fml;N;;;;;;
MRPZAM;zam_gen;mrp;F;Nie odnaleziono pliku mrp.fml;N;;;;;;
MRPZL;zl_gen;mrp;F;Nie odnaleziono pliku mrp.fml;N;;;;;;
Main@Piaskownica;main;%piaskownica;F;Nie odnaleziono pliku %piaskownica.fml;N;;;;;;
NAGDOL;nagdol;plprod;F;Nie odnaleziono pliku plprod.fml;N;;;;;;
NASLIST;nasli;tex_ope1;F;Nie odnaleziono pliku tex_ope1.fml;N;;;;;;
NEWKTRWN;newktrwn;skid_ktr;F;Nie odnaleziono pliku skid_ktr.fml;N;;;;;;
NEW_PKOD;new_pkod;skid_czt;F;Nie odnaleziono pliku skid_czt.fml;N;;;;;;
NIEUJEM;nieujem;wsp_mag;F;Nie odnaleziono pliku wsp_mag.fml;N;;;;;;
NKOD_ARK;nkod_arkusz;skid_uz;F;Nie odnaleziono pliku skid_uz.fml;N;;;;;;
NKOD_DT_BE;nkod_dt_be;skid_uz;F;Nie odnaleziono pliku skid_uz.fml;N;;;;;;
NKOD_EDI;nkod_edit;skid_uz;F;Nie odnaleziono pliku skid_uz.fml;N;;;;;;
NKOD_NEW;nkod_new;skid_uz;F;Nie odnaleziono pliku skid_uz.fml;N;;;;;;
NKOD_PLE;plik_exp;inw_srod;F;Nie odnaleziono pliku inw_srod.fml;N;;;;;;
NKOD_PLI;nkod_pli;inw_srod;F;Nie odnaleziono pliku inw_srod.fml;N;;;;;;
NKOD_REFRESH;nkod_refresh;skid_uz;F;Nie odnaleziono pliku skid_uz.fml;N;;;;;;
NKOD_USU;nkod_usu;skid_uz;F;Nie odnaleziono pliku skid_uz.fml;N;;;;;;
NPO_OKRO;npo_okro;param;F;Nie odnaleziono pliku param.fml;N;;;;;;
NRSEKRET;nrsekret;sekret;F;Nie odnaleziono pliku sekret.fml;N;;;;;;
OBCA;obca;wzorce;P;W pliku wzorce.fml nie odnaleziono procedury \obca.;N;;;;;;
OBLICZ_A;oblicz_a;def_wsk;F;Nie odnaleziono pliku def_wsk.fml;N;;;;;;
OBLICZ_B;oblicz_b;def_wsk;F;Nie odnaleziono pliku def_wsk.fml;N;;;;;;
OBLICZ_P;oblicz_p;def_wsk;F;Nie odnaleziono pliku def_wsk.fml;N;;;;;;
OBS_EANL;obs_eanl;ean;F;Nie odnaleziono pliku ean.fml;N;;;;;;
OD1DO12;od1do12;war_tech;F;Nie odnaleziono pliku war_tech.fml;N;;;;;;
ODD_WYP;odd_wyp;war_tech;F;Nie odnaleziono pliku war_tech.fml;N;;;;;;
OKRES2;okres2;skid_sil;F;Nie odnaleziono pliku skid_sil.fml;N;;;;;;
OKRO_F;ktrn_okro_f;war_tech;F;Nie odnaleziono pliku war_tech.fml;N;;;;;;
OKRO_REF;okro_ref;okresy;P;W pliku okresy.fml nie odnaleziono procedury \okro_ref.;N;;;;;;
OKRPLPBL;okrplpbl;plprod;F;Nie odnaleziono pliku plprod.fml;N;;;;;;
OKR_KON;okr_kon;war_tech;F;Nie odnaleziono pliku war_tech.fml;N;;;;;;
OKR_POCZ;okr_pocz;war_tech;F;Nie odnaleziono pliku war_tech.fml;N;;;;;;
OPAK_POZ;opak_poz;opakow;P;W pliku opakow.fml nie odnaleziono procedury \opak_poz.;N;;;;;;
OPC_WYS;pred_r;pl_okr;F;Nie odnaleziono pliku pl_okr.fml;N;;;;;;
OPER_REF;oper_ref;war_tech;F;Nie odnaleziono pliku war_tech.fml;N;;;;;;
OP_REF;op_ref;param;F;Nie odnaleziono pliku param.fml;N;;;;;;
ORED_KTL;ored_ktl_pw;pl_okr;F;Nie odnaleziono pliku pl_okr.fml;N;;;;;;
OR_KTL_F;ored_ktl_f3;pl_okr;F;Nie odnaleziono pliku pl_okr.fml;N;;;;;;
O_P_DB;o_p_db;ppl;P;W pliku ppl.fml nie odnaleziono procedury \o_p_db.;N;;;;;;
O_P_EB;o_p_eb;ppl;P;W pliku ppl.fml nie odnaleziono procedury \o_p_eb.;N;;;;;;
O_P_UA;o_p_ua;ppl;P;W pliku ppl.fml nie odnaleziono procedury \o_p_ua.;N;;;;;;
O_P_UB;o_p_ub;ppl;P;W pliku ppl.fml nie odnaleziono procedury \o_p_ub.;N;;;;;;
PD_D_HDR;pd_d_hdr;!lzk_pld_dpla;P;W pliku !lzk_pld_dpla.fml nie odnaleziono procedury \pd_d_hdr.;N;;;;;;
PGRPPO;pgrppo;ml_pg;F;Nie odnaleziono pliku ml_pg.fml;N;;;;;;
PGRPWP;pgrpwp;ml_pg;F;Nie odnaleziono pliku ml_pg.fml;N;;;;;;
PG_RZ_BL;pg_rz_bl;ml_pg;F;Nie odnaleziono pliku ml_pg.fml;N;;;;;;
PHR_TYMCZASOWA;phr_tymczasowa;prt_tab;F;Nie odnaleziono pliku prt_tab.fml;N;;;;;;
PKOD_EDI;pkod_edit;skid_uz;F;Nie odnaleziono pliku skid_uz.fml;N;;;;;;
PKOD_IMP;pkod_imp;skid_uz;F;Nie odnaleziono pliku skid_uz.fml;N;;;;;;
PKOD_NEW;pkod_new;skid_uz;F;Nie odnaleziono pliku skid_uz.fml;N;;;;;;
PKOD_POP;pop_pkod;skid_czt;F;Nie odnaleziono pliku skid_czt.fml;N;;;;;;
PKOD_USU;pkod_usu;skid_uz;F;Nie odnaleziono pliku skid_uz.fml;N;;;;;;
PKPILOAE;pkpiloae;skid_prj;F;Nie odnaleziono pliku skid_prj.fml;N;;;;;;
PKPILOBE;pkpilobe;skid_prj;F;Nie odnaleziono pliku skid_prj.fml;N;;;;;;
PK_IL_PO;projkpoz_il_po;skid_prm;F;Nie odnaleziono pliku skid_prm.fml;N;;;;;;
PK_IL_PR;projkpoz_il_pr;skid_prm;F;Nie odnaleziono pliku skid_prm.fml;N;;;;;;
PK_IL_PW;projkpoz_il_pw;skid_prm;F;Nie odnaleziono pliku skid_prm.fml;N;;;;;;
PK_M_PO;projkpoz_m_po;skid_prm;F;Nie odnaleziono pliku skid_prm.fml;N;;;;;;
PK_M_PR;projkpoz_m_pr;skid_prm;F;Nie odnaleziono pliku skid_prm.fml;N;;;;;;
PK_M_PW;projkpoz_m_pw;skid_prm;F;Nie odnaleziono pliku skid_prm.fml;N;;;;;;
PK_PRZPO;projkpoz_prz_po;skid_prm;F;Nie odnaleziono pliku skid_prm.fml;N;;;;;;
PK_PRZPR;projkpoz_prz_pr;skid_prm;F;Nie odnaleziono pliku skid_prm.fml;N;;;;;;
PK_PRZPW;projkpoz_prz_pw;skid_prm;F;Nie odnaleziono pliku skid_prm.fml;N;;;;;;
PL1PLPBL;ppp_plan;plprod;F;Nie odnaleziono pliku plprod.fml;N;;;;;;
PL2PLPBL;ppp_plan;plprod;F;Nie odnaleziono pliku plprod.fml;N;;;;;;
PLAN_UZ;plan_uz;zuzycie;F;Nie odnaleziono pliku zuzycie.fml;N;;;;;;
PLKZM_F3;plkzm_f3;pl_okr;F;Nie odnaleziono pliku pl_okr.fml;N;;;;;;
PLKZM_PO;plkzm_po;pl_okr;F;Nie odnaleziono pliku pl_okr.fml;N;;;;;;
PLKZM_PR;plkzm_pr;pl_okr;F;Nie odnaleziono pliku pl_okr.fml;N;;;;;;
PLKZM_WY;plkzmwy;pl_okr;F;Nie odnaleziono pliku pl_okr.fml;N;;;;;;
PLPOZ_PO;plpoz_po;pl_okr;F;Nie odnaleziono pliku pl_okr.fml;N;;;;;;
PLRELNAG_REF;plrelnag_ref;plprod;F;Nie odnaleziono pliku plprod.fml;N;;;;;;
PLRELWYR_IL_FD;plrelwyr_il_fd;plprod;F;Nie odnaleziono pliku plprod.fml;N;;;;;;
PLRELWYR_IL_FE;plrelwyr_il_fe;plprod;F;Nie odnaleziono pliku plprod.fml;N;;;;;;
PL_ZM_F3;pl_zm_f3;pl_okr;F;Nie odnaleziono pliku pl_okr.fml;N;;;;;;
PL_ZM_PO;pl_zm_po;pl_okr;F;Nie odnaleziono pliku pl_okr.fml;N;;;;;;
PL_ZM_PR;pl_zm_pr;pl_okr;F;Nie odnaleziono pliku pl_okr.fml;N;;;;;;
PL_ZM_WY;pl_zm_wy;pl_okr;F;Nie odnaleziono pliku pl_okr.fml;N;;;;;;
PMETAPPW;projm_etap_pw;skid_prm;F;Nie odnaleziono pliku skid_prm.fml;N;;;;;;
PMILZ_PW;projm_ilz_pw;skid_prm;F;Nie odnaleziono pliku skid_prm.fml;N;;;;;;
PMPRJ_PW;projm_prj_pw;skid_prm;F;Nie odnaleziono pliku skid_prm.fml;N;;;;;;
PMPRMSPW;projm_prms_pw;skid_prm;F;Nie odnaleziono pliku skid_prm.fml;N;;;;;;
PM_ZL_PW;projm_zl_pw;skid_prm;F;Nie odnaleziono pliku skid_prm.fml;N;;;;;;
POALLUPR;poallupr;skid_usr;F;Nie odnaleziono pliku skid_usr.fml;N;;;;;;
POCZDATA;poczdata;umowydl;F;Nie odnaleziono pliku umowydl.fml;N;;;;;;
POCZDATZ;poczdatz;umowydl;F;Nie odnaleziono pliku umowydl.fml;N;;;;;;
POCZMETZ;poczmetz;umowydl;F;Nie odnaleziono pliku umowydl.fml;N;;;;;;
POCZ_AN;pocz_an;param;F;Nie odnaleziono pliku param.fml;N;;;;;;
POCZ_OKR;pocz_okr;okresy;P;W pliku okresy.fml nie odnaleziono procedury \pocz_okr.;N;;;;;;
PODGLAD_ATT;podglad_att;#mailbox;P;W pliku #mailbox.fml nie odnaleziono procedury \podglad_att.;N;;;;;;
PODZ_TRAN;podz_tran;skid_ktr;F;Nie odnaleziono pliku skid_ktr.fml;N;;;;;;
POD_WZOR;pod_wzor;wzorce;P;W pliku wzorce.fml nie odnaleziono procedury \pod_wzor.;N;;;;;;
POESCIE;porscie;tex_ope1;F;Nie odnaleziono pliku tex_ope1.fml;N;;;;;;
POKRSFSV;pokrsfsv;zakupy;F;Nie odnaleziono pliku zakupy.fml;N;;;;;;
POMLGRKO;mlgrkol_po;ml_gr;P;W pliku ml_gr.fml nie odnaleziono procedury \mlgrkol_po.;N;;;;;;
POMOCODD;pomocodd;war_tech;F;Nie odnaleziono pliku war_tech.fml;N;;;;;;
POP_ALERT;pop_alert;skid_ktr;F;Nie odnaleziono pliku skid_ktr.fml;N;;;;;;
POREDPRA;poprac;zlec1;F;Nie odnaleziono pliku zlec1.fml;N;;;;;;
PORED_DT;pored_dt;pl_okr;F;Nie odnaleziono pliku pl_okr.fml;N;;;;;;
PORETNP;pore_tn;param;F;Nie odnaleziono pliku param.fml;N;;;;;;
PORKONDA;porkond;skl_brg;F;Nie odnaleziono pliku skl_brg.fml;N;;;;;;
PORPDAT;porpdat;skl_brg;F;Nie odnaleziono pliku skl_brg.fml;N;;;;;;
PORPKOP;porpkop;skl_brg;F;Nie odnaleziono pliku skl_brg.fml;N;;;;;;
POR_BIP_POGL_MAIN;main;!por_bip_pogl;F;Nie odnaleziono pliku !por_bip_pogl.fml;N;;;;;;
POR_BIP_PULP_MAIN;main;!por_bip_pulp;F;Nie odnaleziono pliku !por_bip_pulp.fml;N;;;;;;
POR_OKR;por_okr;param;F;Nie odnaleziono pliku param.fml;N;;;;;;
POR_OKRV;por_okrv;okresy;P;W pliku okresy.fml nie odnaleziono procedury \por_okrv.;N;;;;;;
POR_ROK;por_rok;param;F;Nie odnaleziono pliku param.fml;N;;;;;;
POTYPBK;potypbk;ml_plany;F;Nie odnaleziono pliku ml_plany.fml;N;;;;;;
POW_BER;pow_ber;skid_sik;F;Nie odnaleziono pliku skid_sik.fml;N;;;;;;
POXEANL;poxeanl;cechy;P;W pliku cechy.fml nie odnaleziono procedury \poxeanl.;N;;;;;;
POZ;poz;auto_roz;F;Nie odnaleziono pliku auto_roz.fml;N;;;;;;
POZ_EANN;poz_eann;ean;F;Nie odnaleziono pliku ean.fml;N;;;;;;
PO_BAD_M;po_bad_m;mat_atr;P;W pliku mat_atr.fml nie odnaleziono procedury \po_bad_m.;N;;;;;;
PO_CENR;po_cenr;zkd;F;Nie odnaleziono pliku zkd.fml;N;;;;;;
PO_CWLR;po_cwlr;zkd;F;Nie odnaleziono pliku zkd.fml;N;;;;;;
PO_GRINF;po_grinf;tree;F;Nie odnaleziono pliku tree.fml;N;;;;;;
PO_HELP;po_help;help;F;Nie odnaleziono pliku help.fml;N;;;;;;
PO_KRSR;po_krsr;zkd;F;Nie odnaleziono pliku zkd.fml;N;;;;;;
PO_KTL_P;ored_ktl_po;pl_okr;F;Nie odnaleziono pliku pl_okr.fml;N;;;;;;
PO_KUSR;po_kusr;skid_usr;F;Nie odnaleziono pliku skid_usr.fml;N;;;;;;
PO_MAGD;po_magd;magdok_wspolne;P;W pliku magdok_wspolne.fml nie odnaleziono procedury \po_magd.;N;;;;;;
PO_M_MG2;po_m_mg2;mws2;F;Nie odnaleziono pliku mws2.fml;N;;;;;;
PO_OKRES;po_okres;defin;F;Nie odnaleziono pliku defin.fml;N;;;;;;
PO_PKP;po_kp;podat;F;Nie odnaleziono pliku podat.fml;N;;;;;;
PO_PRZ;po_prz;produ;F;Nie odnaleziono pliku produ.fml;N;;;;;;
PO_RTMG;po_rtmg;zk;F;Nie odnaleziono pliku zk.fml;N;;;;;;
PO_SLO1;po_kw;ml_auto;P;W pliku ml_auto.fml nie odnaleziono procedury \po_kw.;N;;;;;;
PO_SLO10;po_kw;ml_auto;P;W pliku ml_auto.fml nie odnaleziono procedury \po_kw.;N;;;;;;
PO_SLO11;po_kw;ml_auto;P;W pliku ml_auto.fml nie odnaleziono procedury \po_kw.;N;;;;;;
PO_SLO12;po_kw;ml_auto;P;W pliku ml_auto.fml nie odnaleziono procedury \po_kw.;N;;;;;;
PO_SLO2;po_kw;ml_auto;P;W pliku ml_auto.fml nie odnaleziono procedury \po_kw.;N;;;;;;
PO_SLO3;po_kw;ml_auto;P;W pliku ml_auto.fml nie odnaleziono procedury \po_kw.;N;;;;;;
PO_SLO4;po_kw;ml_auto;P;W pliku ml_auto.fml nie odnaleziono procedury \po_kw.;N;;;;;;
PO_SLO5;po_kw;ml_auto;P;W pliku ml_auto.fml nie odnaleziono procedury \po_kw.;N;;;;;;
PO_SLO6;po_kw;ml_auto;P;W pliku ml_auto.fml nie odnaleziono procedury \po_kw.;N;;;;;;
PO_SLO7;po_kw;ml_auto;P;W pliku ml_auto.fml nie odnaleziono procedury \po_kw.;N;;;;;;
PO_SLO8;po_kw;ml_auto;P;W pliku ml_auto.fml nie odnaleziono procedury \po_kw.;N;;;;;;
PO_SLO9;po_kw;ml_auto;P;W pliku ml_auto.fml nie odnaleziono procedury \po_kw.;N;;;;;;
PO_SVFSV;po_svfsv;zakupy;F;Nie odnaleziono pliku zakupy.fml;N;;;;;;
PO_TEAN2;po_tean2;ean;F;Nie odnaleziono pliku ean.fml;N;;;;;;
PO_TYPW;po_typw;eurusd;P;W pliku eurusd.fml nie odnaleziono procedury \po_typw.;N;;;;;;
PO_T_DM;po_t_dm;mws2;F;Nie odnaleziono pliku mws2.fml;N;;;;;;
PO_T_TS;po_t_ts;mws2;F;Nie odnaleziono pliku mws2.fml;N;;;;;;
PO_T_TW;po_t_tw;mws2;F;Nie odnaleziono pliku mws2.fml;N;;;;;;
PO_WBFSV;po_wbfsv;zakupy;F;Nie odnaleziono pliku zakupy.fml;N;;;;;;
PO_WVFSV;po_wvfsv;zakupy;F;Nie odnaleziono pliku zakupy.fml;N;;;;;;
PO_WWFSV;po_wwfsv;zakupy;F;Nie odnaleziono pliku zakupy.fml;N;;;;;;
PO_ZAKR;po_zakr;zk;F;Nie odnaleziono pliku zk.fml;N;;;;;;
PO_ZPLAT;po_zplat;zamsiw_nag;P;W pliku zamsiw_nag.fml nie odnaleziono procedury \po_zplat.;N;;;;;;
PPK_KWN_leg_B;leg_b;ppk_kwn;P;W pliku ppk_kwn.fml nie odnaleziono procedury \leg_b.;N;;;;;;
PPRACKOD;p_prac;zlec1;F;Nie odnaleziono pliku zlec1.fml;N;;;;;;
PP_PG_AE;pp_pg_ae;ml_pp;F;Nie odnaleziono pliku ml_pp.fml;N;;;;;;
PP_PG_BL;pp_pg_bl;ml_pg;F;Nie odnaleziono pliku ml_pg.fml;N;;;;;;
PP_SP_AE;pp_sp_ae;ml_pp;F;Nie odnaleziono pliku ml_pp.fml;N;;;;;;
PR1PLPBL;ppp_prod;plprod;F;Nie odnaleziono pliku plprod.fml;N;;;;;;
PR2PLPBL;ppp_prod;plprod;F;Nie odnaleziono pliku plprod.fml;N;;;;;;
PRACCZYR;pracczyr;zl_akor1;F;Nie odnaleziono pliku zl_akor1.fml;N;;;;;;
PRACOWNIK_AE;pracownik_ae;karta;F;Nie odnaleziono pliku karta.fml;N;;;;;;
PRACOWNIK_BD;pracownik_bd;karta;F;Nie odnaleziono pliku karta.fml;N;;;;;;
PRACOWNIK_BE;pracownik_be;karta;F;Nie odnaleziono pliku karta.fml;N;;;;;;
PRACOWNIK_F3;pracownik_f3;karta;F;Nie odnaleziono pliku karta.fml;N;;;;;;
PRAECEN;praecen;skid_prj;F;Nie odnaleziono pliku skid_prj.fml;N;;;;;;
PRAEKAU2;praekauc;skid_prj;F;Nie odnaleziono pliku skid_prj.fml;N;;;;;;
PRAEPLP1;praeplp;skid_prj;F;Nie odnaleziono pliku skid_prj.fml;N;;;;;;
PRBDSPLP;prbdsplp;skid_prj;F;Nie odnaleziono pliku skid_prj.fml;N;;;;;;
PRBEDSK;prbedsk;skid_prj;F;Nie odnaleziono pliku skid_prj.fml;N;;;;;;
PRBEKAL;prbekal;skid_prj;F;Nie odnaleziono pliku skid_prj.fml;N;;;;;;
PRBEKBLB;prbekblb;skid_prj;F;Nie odnaleziono pliku skid_prj.fml;N;;;;;;
PRBEPLP;prbeplp;skid_prj;F;Nie odnaleziono pliku skid_prj.fml;N;;;;;;
PRDKCWAR;prdkcwar;mat_atr;P;W pliku mat_atr.fml nie odnaleziono procedury \prdkcwar.;N;;;;;;
PRDSPNAZ;prdspnazw;skid_prj;F;Nie odnaleziono pliku skid_prj.fml;N;;;;;;
PRDSPWM2;prdspwym;skid_prj;F;Nie odnaleziono pliku skid_prj.fml;N;;;;;;
PRDSPWM3;prdspwym;skid_prj;F;Nie odnaleziono pliku skid_prj.fml;N;;;;;;
PRDSPWM4;prdspwym;skid_prj;F;Nie odnaleziono pliku skid_prj.fml;N;;;;;;
PRDSPWM5;prdspwym;skid_prj;F;Nie odnaleziono pliku skid_prj.fml;N;;;;;;
PREANAKC;preanakc;mws;F;Nie odnaleziono pliku mws.fml;N;;;;;;
PRED_DT;pred_dt;pl_okr;F;Nie odnaleziono pliku pl_okr.fml;N;;;;;;
PRED_R;pred_okr;pl_okr;F;Nie odnaleziono pliku pl_okr.fml;N;;;;;;
PRED_TOW;pred_tow;pl_okr;F;Nie odnaleziono pliku pl_okr.fml;N;;;;;;
PREKW_PL;prekw_pl;ml_plany;F;Nie odnaleziono pliku ml_plany.fml;N;;;;;;
PRETYPZA;pretypza;defin;F;Nie odnaleziono pliku defin.fml;N;;;;;;
PRKRSFSV;prkrsfsv;zakupy;F;Nie odnaleziono pliku zakupy.fml;N;;;;;;
PRKTL_F3;pred_ktl_f3;plprod1;F;Nie odnaleziono pliku plprod1.fml;N;;;;;;
PRKTL_PO;pred_ktl_po;plprod1;F;Nie odnaleziono pliku plprod1.fml;N;;;;;;
PRKTL_PR;pred_ktl_pr;plprod1;F;Nie odnaleziono pliku plprod1.fml;N;;;;;;
PRKTL_PW;pred_ktl_pw;plprod1;F;Nie odnaleziono pliku plprod1.fml;N;;;;;;
PROJ-DOS;disp_fld;skid_prr;F;Nie odnaleziono pliku skid_prr.fml;N;;;;;;
PROJ-KIER;disp_fld;skid_prr;F;Nie odnaleziono pliku skid_prr.fml;N;;;;;;
PROJEKT;proj_bl;skid_prj;F;Nie odnaleziono pliku skid_prj.fml;N;;;;;;
PROJFNRD;projfnrd;skid_prm;F;Nie odnaleziono pliku skid_prm.fml;N;;;;;;
PROJN_F3;projm_projn_f3;skid_prm;F;Nie odnaleziono pliku skid_prm.fml;N;;;;;;
PROJN_PO;projm_projn_po;skid_prm;F;Nie odnaleziono pliku skid_prm.fml;N;;;;;;
PROJN_PR;projm_projn_pr;skid_prm;F;Nie odnaleziono pliku skid_prm.fml;N;;;;;;
PROJN_PW;projm_projn_pw;skid_prm;F;Nie odnaleziono pliku skid_prm.fml;N;;;;;;
PROJZAS;projzas;war_tech;F;Nie odnaleziono pliku war_tech.fml;N;;;;;;
PRPL_POZ;pr_plpoz;pl_okr;F;Nie odnaleziono pliku pl_okr.fml;N;;;;;;
PRWERHAK;prwerhak;skid_prj;F;Nie odnaleziono pliku skid_prj.fml;N;;;;;;
PRWZKOSZ;prwzkosz;skid_prj;F;Nie odnaleziono pliku skid_prj.fml;N;;;;;;
PRXEANL;prxeanl;cechy;P;W pliku cechy.fml nie odnaleziono procedury \prxeanl.;N;;;;;;
PRZECZYT_PISMO;przeczyt_pismo;sekret1;F;Nie odnaleziono pliku sekret1.fml;N;;;;;;
PRZ_AO;PRZ_AO;estra;F;Nie odnaleziono pliku estra.fml;N;;;;;;
PRZ_KURS;prz_kurs;param;F;Nie odnaleziono pliku param.fml;N;;;;;;
PRZ_OKR;prz_okr;war_tech;F;Nie odnaleziono pliku war_tech.fml;N;;;;;;
PRZ_OKR21;prz_okr21;param;F;Nie odnaleziono pliku param.fml;N;;;;;;
PRZ_OKRV;prz_okrv;okresy;P;W pliku okresy.fml nie odnaleziono procedury \prz_okrv.;N;;;;;;
PRZ_OP;PRZ_OP;estra;F;Nie odnaleziono pliku estra.fml;N;;;;;;
PRZ_PSTR;prz_pstr;podat;F;Nie odnaleziono pliku podat.fml;N;;;;;;
PRZ_PTYP;prz_ptyp;podat;F;Nie odnaleziono pliku podat.fml;N;;;;;;
PRZ_ROK;prz_rok;param;F;Nie odnaleziono pliku param.fml;N;;;;;;
PRZ_ROZR;prz_rozr;param;F;Nie odnaleziono pliku param.fml;N;;;;;;
PRZ_RP;prz_rp;estra;F;Nie odnaleziono pliku estra.fml;N;;;;;;
PRZ_RR;prz_rr;estra;F;Nie odnaleziono pliku estra.fml;N;;;;;;
PRZ_TRYB;prz_tryb;param;F;Nie odnaleziono pliku param.fml;N;;;;;;
PR_ADWAR;pr_adwar;mat_atr;P;W pliku mat_atr.fml nie odnaleziono procedury \pr_adwar.;N;;;;;;
PR_BAD_M;pr_bad_m;mat_atr;P;W pliku mat_atr.fml nie odnaleziono procedury \pr_bad_m.;N;;;;;;
PR_CENR;pr_cenr;zkd;F;Nie odnaleziono pliku zkd.fml;N;;;;;;
PR_CWLR;pr_cwlr;zkd;F;Nie odnaleziono pliku zkd.fml;N;;;;;;
PR_DATAP;pr_datap;pl_okr;F;Nie odnaleziono pliku pl_okr.fml;N;;;;;;
PR_DEL_ETAT;pr_del_etat;obiegi;P;W pliku obiegi.fml nie odnaleziono procedury \pr_del_etat.;N;;;;;;
PR_ENODS;pr_enods;ksg;F;Nie odnaleziono pliku ksg.fml;N;;;;;;
PR_HELP;pr_help;help;F;Nie odnaleziono pliku help.fml;N;;;;;;
PR_KRSR;pr_krsr;zkd;F;Nie odnaleziono pliku zkd.fml;N;;;;;;
PR_KUSR;pr_kusr;skid_usr;F;Nie odnaleziono pliku skid_usr.fml;N;;;;;;
PR_M_MG2;pr_m_mg2;mws2;F;Nie odnaleziono pliku mws2.fml;N;;;;;;
PR_OKRV;pr_okrv;okresy;P;W pliku okresy.fml nie odnaleziono procedury \pr_okrv.;N;;;;;;
PR_RZ_PO;pr_rz_po;estra;F;Nie odnaleziono pliku estra.fml;N;;;;;;
PR_SGRS;pr_sgrs;wskaznik;F;Nie odnaleziono pliku wskaznik.fml;N;;;;;;
PR_SLO1;pr_kw;ml_auto;P;W pliku ml_auto.fml nie odnaleziono procedury \pr_kw.;N;;;;;;
PR_SLO10;pr_kw;ml_auto;P;W pliku ml_auto.fml nie odnaleziono procedury \pr_kw.;N;;;;;;
PR_SLO11;pr_kw;ml_auto;P;W pliku ml_auto.fml nie odnaleziono procedury \pr_kw.;N;;;;;;
PR_SLO12;pr_kw;ml_auto;P;W pliku ml_auto.fml nie odnaleziono procedury \pr_kw.;N;;;;;;
PR_SLO2;pr_kw;ml_auto;P;W pliku ml_auto.fml nie odnaleziono procedury \pr_kw.;N;;;;;;
